ilanBasligi,adres,il,fiyat(TRY),ilanID,ilanTarihi,marka,seri,model,kilometre(Km),yıl,vitesTipi,yakitTuru,kasaTipi,renk,motorHacmi(Cc),motorGucu(HP),cekisTipi,boyaParcaDurumu,takasUygunluk,saticiTuru,aracVergisi(TRY),hasarGecmisi,orjinal_parça_sayısı,lokal_boyalı_parça_sayısı,boyalı_parça_sayısı,değişen_parça_sayısı,durumu_belirtilmemiş_parça_sayısı
Sahibinden Renault Megane 1.3 TCe Joy 2020 Model,Haşim Kılıç Mh. Yerköy,Yozgat,1.100.000 TL,28808876,07 Nisan 2025,Renault,Megane,1.3 TCe Joy,22.000 km,2020.0,Düz,Benzin,Sedan,Beyaz,1332 cc,140 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,tutarı yok,13,0,0,0,0
Sahibinden Renault Megane 1.6 Sportway 2005 Model,Akkent Mh. Merkez,Isparta,360.000 TL,28763334,07 Nisan 2025,Renault,Megane,1.6 Sportway,305.000 km,2005.0,Düz,LPG & Benzin,Sedan,Siyah,1598 cc,115 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sağ Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,tutarı yok,0,0,4,0,9
Öğretmenden Renault Symbol 1.5 dCi Expression 2011 Model,Sinanoba Mh. Büyükçekmece,İstanbul,330.000 TL,28763229,07 Nisan 2025,Renault,Symbol,1.5 dCi Expression,261.850 km,2011.0,Düz,Dizel,Sedan,Gri,1461 cc,85 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,,0,0,0,0,13
Sahibinden Renault Megane 1.6 RTE 2001 Model,Yıldırım Beyazıt Mh. Sarıçam,Adana,320.000 TL,28763306,07 Nisan 2025,Renault,Megane,1.6 RTE,340.000 km,2001.0,Düz,LPG & Benzin,Sedan,Mavi (metalik),1598 cc,107 hp,Önden Çekiş,Orjinal  Tavan  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,,436,tutarı yok,1,0,12,0,0
KAYSERİ SADIK OTOMOTİV DEN 2013 183.500 KM DE DEGİŞENSİZ SEYMBOL,Osman Kavuncu Mh. Melikgazi,Kayseri,475.500 TL,28808483,07 Nisan 2025,Renault,Symbol,1.5 dCi Joy,183.500 km,2013.0,Düz,Dizel,Sedan,Beyaz,1461 cc,75 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Ön Çamurluk  Motor Kaputu  Değişmiş  -  Belirtilmemiş  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,,1.135,tutarı belirtilmemiş,0,0,5,0,8
Sahibinden Renault R 9 1.4 Broadway GTE 1995 Model,Taşlı Pınar Mh. Hizan,Bitlis,170.000 TL,28757398,07 Nisan 2025,Renault,R 9,1.4 Broadway GTE,300.000 km,1995.0,Düz,LPG & Benzin,Sedan,Mavi (metalik),1390 cc,83 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,436,tutarı yok,0,0,0,0,13
Sahibinden Renault Symbol 1.5 dCi Authentique 2011 Model,Yenibosna Merkez Mh. Bahçelievler,İstanbul,395.000 TL,28756437,07 Nisan 2025,Renault,Symbol,1.5 dCi Authentique,226.000 km,2011.0,Düz,Dizel,Sedan,Gri,1461 cc,65 hp,Önden Çekiş,Orjinal  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Lokal boyalı  Sağ Arka Çamurluk  Sağ Ön Çamurluk  Motor Kaputu  Boyalı  Sol Arka Çamurluk  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Ön Tampon  Arka Tampon,,Sahibinden,,,4,3,4,0,2
Sahibinden Renault Megane 1.4 Authentique 2005 Model Kocaeli 242.000 km Gri,Acısu Mh. Kartepe,Kocaeli,335.000 TL,28762929,07 Nisan 2025,Renault,Megane,1.4 Authentique,242.000 km,2005.0,Düz,Benzin,Sedan,Gri,1390 cc,98 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Arka Tampon  Değişmiş  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Belirtilmemiş  Tavan,,Sahibinden,,22.995,0,0,9,3,1
Sahibinden Renault R 19 1.6 Europa RNA 1996 Model,Bahçeli Mh. Dulkadiroğlu,Kahramanmaraş,165.000 TL,27870394,07 Nisan 2025,Renault,R 19,1.6 Europa RNA,362.137 km,1996.0,Düz,LPG & Benzin,Sedan,Mavi,1598 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,,,,0,0,0,0,13
Sahibinden Renault Clio 1.4 RT 1998 Model,Mimar Sinan Mh. Pursaklar,Ankara,220.000 TL,26390780,07 Nisan 2025,Renault,Clio,1.4 RT,253.333 km,1998.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1390 cc,75 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Tavan  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,,0,0,4,0,9
Sahibinden Renault Megane 1.5 dCi Expression 2008 Model,Firuzköy Mh. Avcılar,İstanbul,515.000 TL,28752862,07 Nisan 2025,Renault,Megane,1.5 dCi Expression,186.000 km,2008.0,Düz,Dizel,Sedan,Gri,1461 cc,86 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,,436,1.080,13,0,0,0,0
Sahibinden Renault R 9 1.4 Spring 1994 Model,Yeşilevler Mh. Yenimahalle,Ankara,135.000 TL,27782112,07 Nisan 2025,Renault,R 9,1.4 Spring,203.000 km,1994.0,Düz,LPG & Benzin,Sedan,Beyaz,1390 cc,72 hp,Önden Çekiş,Orjinal  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,436,,2,0,11,0,0
Sahibinden Renault Clio 1.5 dCi Authentique 2007 Model,Güneykent Mh. Şahinbey,Gaziantep,280.000 TL,28809046,07 Nisan 2025,Renault,Clio,1.5 dCi Authentique,389.000 km,2007.0,Düz,Dizel,Sedan,Bej,1461 cc,65 hp,Önden Çekiş,Orjinal  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sol Ön Kapı  Değişmiş  Arka Kaput  Sol Arka Çamurluk  Motor Kaputu  Belirtilmemiş  Sağ Ön Çamurluk  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,,436,tutarı belirtilmemiş,4,0,2,3,4
Sahibinden Renault Symbol 1.2 Joy 2015 Model,İsmetpaşa Mh. Merkez,Çanakkale,499.000 TL,28762385,07 Nisan 2025,Renault,Symbol,1.2 Joy,210.000 km,2015.0,Düz,Benzin,Sedan,Beyaz,1149 cc,75 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sol Ön Çamurluk  Boyalı  Sol Arka Çamurluk  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,tutarı yok,0,1,1,0,11
aciill!!!Son fiyat Sahibinden Renault Fluence 1.5 dCi Authentique 2010 Model,Nenehatun Mh. Darıca,Kocaeli,480.000 TL,28808944,07 Nisan 2025,Renault,Fluence,1.5 dCi Authentique,289.000 km,2010.0,Düz,Dizel,Sedan,Gri (Gümüş),1461 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,,1.135,3.479,0,0,0,0,13
Sahibinden Renault Clio 1.5 dCi Joy 2016 Model,30 Ağustos Mh. Menemen,İzmir,615.000 TL,27881568,07 Nisan 2025,Renault,Clio,1.5 dCi Joy,176.000 km,2016.0,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Motor Kaputu  Ön Tampon  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Arka Tampon,Takasa Uygun Değil,,1.606,16.000,0,2,0,0,11
Suna Otomotivden Renault Clio 1.5 dCi SportTourer Icon 2016 Model Kayseri,Yıldızevler Mh. Kocasinan,Kayseri,795.000 TL,28808980,07 Nisan 2025,Renault,Clio,1.5 dCi SportTourer Icon,275.000 km,2016.0,Yarı Otomatik,Dizel,Station wagon,Beyaz,1461 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Kapı  Boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Değişmiş  Arka Kaput  Belirtilmemiş  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,,1.606,tutarı belirtilmemiş,0,1,2,1,9
Galeriden Renault R 9 1.4 Spring 1996 Model Tokat,Doğancıbağları Mh. Merkez,Tokat,165.000 TL,28808881,07 Nisan 2025,Renault,R 9,1.4 Spring,350.000 km,1996.0,Düz,LPG & Benzin,Sedan,Beyaz,1390 cc,72 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Galeriden,436,,0,0,0,0,13
Sahibinden Renault Symbol 1.4 Expression Plus 2009 Model,Hürriyet Mh. Tarsus,Mersin,507.000 TL,28762482,07 Nisan 2025,Renault,Symbol,1.4 Expression Plus,180.000 km,2009.0,Düz,LPG & Benzin,Sedan,Kahverengi,,,,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,tutarı yok,13,0,0,0,0
Sahibinden Renault Symbol 1.5 dCi Authentique 2012 Model Sivas,Merkez Divriği,Sivas,370.000 TL,28720897,07 Nisan 2025,Renault,Symbol,1.5 dCi Authentique,195.000 km,2012.0,Düz,Dizel,Sedan,Gri (Gümüş),1401 - 1600 cm3,51 - 75 HP,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,,,,0,0,0,0,13
MASRAFSIZ Clio Symbol 1.4 Authentique 2008 Model,Erkilet Dere Mh. Kocasinan,Kayseri,400.000 TL,27858630,07 Nisan 2025,Renault,Symbol,1.4 Authentique,224.000 km,2008.0,Düz,LPG & Benzin,Sedan,Gri,1390 cc,75 hp,Önden Çekiş,Orjinal  Arka Kaput  Sağ Ön Kapı  Tavan  Lokal boyalı  Sağ Arka Çamurluk  Boyalı  Sol Arka Çamurluk  Sağ Arka Kapı  Sol Arka Kapı  Motor Kaputu  Değişmiş  Sol Ön Kapı  Belirtilmemiş  Sağ Ön Çamurluk  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,,436,tutarı yok,3,1,4,1,4
Sahibinden Renault Laguna 1.6 Expression 2005 Model,Tepealan Mh. Korgan,Ordu,368.000 TL,28762254,07 Nisan 2025,Renault,Laguna,1.6 Expression,220.000 km,2005.0,Düz,LPG & Benzin,Hatchback/5,Yeşil,1598 cc,115 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,,0,0,0,0,13
2020 RENAULT SYMBOL 1.0 TCE ECO-G 100HP HATASIZ-BOYASIZ 57.500 KM’DE,Karamehmet Mh. Menteşe,Muğla,705.000 TL,27889437,07 Nisan 2025,Renault,Symbol,1.0 TCe Joy,57.500 km,2020.0,Düz,LPG & Benzin,Sedan,Beyaz,999 cc,100 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun Değil,,,tutarı yok,0,0,0,0,13
Sahibinden Renault Scenic 1.6 RXT 2001 Model,Demirköprü Mh. Karşıyaka,İzmir,345.000 TL,27698096,07 Nisan 2025,Renault,Scenic,1.6 RXT,244.000 km,2001.0,Otomatik,LPG & Benzin,MPV,Yeşil,1598 cc,107 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,45.000,0,0,13,0,0
Son Fiyatı 335000 ilanının son 4 günu Bayandan temiz tam otomatik Renault Scenic 1.6 RXT 2001 Model l,Şemikler Mh. Karşıyaka,İzmir,340.000 TL,27003915,07 Nisan 2025,Renault,Scenic,1.6 RXT,244.000 km,2001.0,Otomatik,LPG & Benzin,MPV,Yeşil,1598 cc,107 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,,0,0,0,0,13
Galeriden Renault Clio 1.5 dCi Icon 2018 Model Samsun,Orta Mh. Çarşamba,Samsun,935.000 TL,28808174,07 Nisan 2025,Renault,Clio,1.5 dCi Icon,102.000 km,2018.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun Değil,,,tutarı yok,0,0,0,0,13
Sahibinden Renault Clio 1.2 Joy 2015 Model,Karaelbistan Mh. Elbistan,Kahramanmaraş,635.000 TL,28724061,07 Nisan 2025,Renault,Clio,1.2 Joy,99.000 km,2015.0,Düz,Benzin,Hatchback/5,Beyaz,1149 cc,75 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Boyalı  -  Değişmiş  -  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun Değil,,,tutarı yok,0,1,0,0,12
Sahibinden Renault Clio 1.2 Turbo Icon kazasız boyasız,Merkez Merkez,Adıyaman,805.000 TL,20145110,07 Nisan 2025,Renault,Clio,1.2 Turbo Icon,110.500 km,2015.0,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1197 cc,120 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,tutarı yok,13,0,0,0,0
2021 HATASIZ BOYASIZ RENAULT CLİO TESLA EKRAN 1.0 TCE X-TRONİC,Altınkaya Mh. Bafra,Samsun,980.000 TL,28808422,07 Nisan 2025,Renault,Clio,1.0 TCe Joy,33.000 km,2021.0,Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,90 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,tutarı yok,13,0,0,0,0
Sahibinden Renault Clio 1.5 dCi Expression 2002 Model Nevşehir,Fatih Mh. Gülşehir,Nevşehir,290.000 TL,22208265,07 Nisan 2025,Renault,Clio,1.5 dCi Expression,275.000 km,2002.0,Düz,Dizel,Sedan,Gri (Gümüş),1461 cc,65 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  Arka Kaput  Motor Kaputu  Belirtilmemiş  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun Değil,,,3.000,0,0,0,2,11
YÜCEL OTOMOTİVDEN 2023 RENAULT CLIO 1.0TCE JOY 51.000 KM,Aşağısoku Mh. Merkez,Bolu,925.000 TL,27255291,07 Nisan 2025,Renault,Clio,1.0 TCe Joy,51.000 km,2023.0,Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,90 hp,Önden Çekiş,Orjinal  Arka Kaput  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Boyalı  Sağ Arka Kapı  Sağ Ön Çamurluk  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,tutarı yok,9,2,2,0,0
Sahibinden Renault Laguna 2.0 RXE 1998 Model,Esenyalı Mh. Pendik,İstanbul,240.000 TL,28761707,07 Nisan 2025,Renault,Laguna,2.0 RXE,379.842 km,1998.0,Düz,LPG & Benzin,Hatchback/5,Lacivert,1948 cc,139 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,,,tutarı belirtilmemiş,0,0,0,0,13
Sahibinden Renault Clio 1.5 dCi SportTourer Joy 2013 Model,Zafer Mh. Bahçelievler,İstanbul,460.000 TL,28761566,07 Nisan 2025,Renault,Clio,1.5 dCi SportTourer Joy,213.000 km,2013.0,Düz,Dizel,Station wagon,Gri,1461 cc,75 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Çamurluk  Değişmiş  Sol Ön Kapı  Sağ Ön Çamurluk  Belirtilmemiş  Arka Kaput  Tavan  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,75.000,0,0,6,2,5
Sahibinden Renault Fluence 1.5 dCi Joy 2013 Model,Bekirbey Mh. Şahinbey,Gaziantep,460.000 TL,28761580,07 Nisan 2025,Renault,Fluence,1.5 dCi Joy,353.000 km,2013.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,Orjinal  Arka Kaput  Tavan  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Değişmiş  Sağ Ön Çamurluk  Motor Kaputu  Belirtilmemiş  -,Takasa Uygun,,1.135,tutarı yok,2,0,9,2,0
Sahibinden Renault R 9 1.6 Broadway 1993 Model,Hürriyet Mh. Büyükçekmece,İstanbul,175.000 TL,28761523,07 Nisan 2025,Renault,R 9,1.6 Broadway,306.000 km,1993.0,Düz,LPG & Benzin,Sedan,Beyaz,,,,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,,0,0,0,0,13
2012 MODEL RENAULT FLUENCE DYNAMİQUE 240.000 KM OTOMATİK HATASIZ BAKIMLARI YAPILMIŞ,Merkez Fatsa,Ordu,630.000 TL,28808235,07 Nisan 2025,Renault,Fluence,1.5 dCi Dynamique,240.000 km,2012.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sol Arka Çamurluk  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,1.135,tutarı belirtilmemiş,12,1,0,0,0
2022 HATASIZ BOYASIZ RENAULT TALİANT TABLET EKRAN 1.0T X-TRONİC,Altınkaya Mh. Bafra,Samsun,835.000 TL,28808252,07 Nisan 2025,Renault,Taliant,1.0 Tce Joy,60.000 km,2022.0,Otomatik,Benzin,Sedan,Beyaz,999 cc,90 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,tutarı yok,13,0,0,0,0
Sahibinden Renault Clio 1.0 TCe Joy 2021 Model,İkitelli OSB Başakşehir,İstanbul,845.000 TL,28796959,07 Nisan 2025,Renault,Clio,1.0 TCe Joy,100.500 km,2021.0,Otomatik,Benzin,Hatchback/5,Turkuaz,999 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Motor Kaputu  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Değişmiş  -  Belirtilmemiş  Sol Arka Çamurluk  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun Değil,,,28.496,0,1,4,0,8
